,Unnamed: 0,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
51,51,Hobart,AU,-42.8794,147.3294,51.8,71,40,11.5,1619210105
52,52,Dawson Creek,CA,55.7666,-120.2362,39.2,35,40,6.91,1619210105
53,53,Shitanjing,CN,39.2342,106.3439,50.18,91,100,13.2,1619210106
54,54,Benalla,AU,-36.55,145.9833,39.2,100,90,1.92,1619210106
55,55,Acapulco de Juárez,MX,16.8634,-99.8901,87.8,58,90,6.91,1619210107
56,56,Kathu,TH,7.9178,98.3332,84.99,100,20,4.61,1619210107
57,57,Tuktoyaktuk,CA,69.4541,-133.0374,14.0,67,75,11.5,1619210108
58,58,Ribeira Grande,PT,38.5167,-28.7,57.2,77,40,29.93,1619210108
59,59,Mar del Plata,AR,-38.0023,-57.5575,75.2,64,75,6.91,1619210030
60,60,Phan Thiet,VN,10.9333,108.1,77.38,83,89,5.82,1619210109
61,61,Hervey Bay,AU,-25.2986,152.8535,60.01,77,81,8.05,1619210109
62,62,Ixtapa,MX,20.7,-105.2,84.2,61,1,11.5,1619210110
63,63,Katsuura,JP,35.1333,140.3,53.6,66,75,5.75,1619210110
64,64,Anadyr,RU,64.75,177.4833,12.2,92,0,6.71,1619210110
65,65,Tabou,CI,4.423,-7.3528,81.48,82,98,8.7,1619210111
66,66,Fort Nelson,CA,58.8053,-122.7002,33.8,47,75,8.05,1619210111
67,67,Naryan-Mar,RU,67.6713,53.086999999999996,31.84,89,77,8.32,1619210112
68,68,Maceió,BR,-9.6658,-35.7353,80.6,78,20,10.36,1619209992
69,69,Saskylakh,RU,71.9167,114.0833,33.58,96,100,18.95,1619210112
70,70,Sinnamary,GF,5.3833,-52.95,77.86,87,100,12.95,1619210113
71,71,Panama City,PA,8.9936,-79.5197,89.6,66,40,14.97,1619209947
72,72,Bengkulu,ID,-3.8004,102.2655,73.83,89,87,3.49,1619210110
73,73,Baruun-Urt,MN,46.6806,113.2792,34.75,38,53,11.97,1619210114
74,74,Atuona,PF,-9.8,-139.0333,80.11,80,28,22.08,1619210114
75,75,Lompoc,US,34.6391,-120.4579,60.01,62,0,6.91,1619209977
76,76,Albany,US,42.6001,-73.9662,60.01,21,5,1.99,1619210115
77,77,Dinguiraye,GN,11.3,-10.7167,86.86,38,96,4.09,1619210115
78,78,Seymchan,RU,62.8833,152.4333,16.25,87,100,14.03,1619209994
79,79,Lebyazh'ye,RU,55.2689,66.4947,41.77,48,100,10.89,1619210116
80,80,Busselton,AU,-33.65,115.3333,62.01,73,99,5.93,1619210116
81,81,Caesarea,IL,32.5189,34.9046,66.2,88,0,5.64,1619210117
82,82,Yellowknife,CA,62.456,-114.3525,16.0,53,90,11.5,1619209890
83,83,Cabo Rojo,PR,18.0866,-67.1457,84.99,64,58,4.0,1619210117
84,84,Dhidhdhoo,MV,6.8833,73.1,83.16,75,6,7.02,1619209971
85,85,East London,ZA,-33.0153,27.9116,65.05,76,10,10.63,1619210118
86,86,Yabrūd,SY,33.9674,36.6574,66.2,24,0,8.05,1619210118
87,87,Aleksandrov Gay,RU,50.147,48.5704,46.4,93,100,5.39,1619210119
88,88,Kuching,MY,1.55,110.3333,75.2,100,20,2.73,1619210119
89,89,Muli,MV,2.9167,73.5667,83.1,69,19,12.95,1619210119
90,90,Tasiilaq,GL,65.6145,-37.6368,39.2,45,90,5.75,1619210120
91,91,Tiksi,RU,71.6872,128.8694,4.64,98,97,7.18,1619210120
92,92,Bambous Virieux,MU,-20.3428,57.7575,78.8,78,75,10.36,1619210121
93,93,Upernavik,GL,72.7868,-56.1549,32.94,77,100,6.42,1619210121
94,94,Codrington,AU,-38.2667,141.9667,53.11,88,100,7.52,1619210121
95,95,Sladkovo,RU,55.5284,70.3385,37.27,53,99,11.54,1619210122
96,96,Khani,GE,41.9563,42.9566,57.2,58,0,11.5,1619210122
97,97,Flinders,AU,-34.5833,150.8552,48.99,80,86,1.01,1619210122
98,98,San Patricio,US,28.017,-97.5169,84.2,74,75,24.16,1619210123
99,99,Camacha,PT,33.0833,-16.3333,66.2,68,40,13.8,1619210123
100,100,Dikson,RU,73.5069,80.5464,32.14,97,100,19.01,1619210124
101,101,Soyo,AO,-6.1349,12.3689,79.11,87,94,3.69,1619210124
102,102,Arraial do Cabo,BR,-22.9661,-42.0278,75.2,78,0,19.57,1619210124
103,103,Coyhaique,CL,-45.5752,-72.0662,51.8,62,40,6.91,1619210125
104,104,Hirara,JP,24.8,125.2833,72.23,74,96,23.44,1619210125
105,105,Port Lincoln,AU,-34.7333,135.8667,58.75,75,74,3.8,1619210126
106,106,Pergamino,AR,-33.89,-60.5736,68.0,90,100,8.01,1619210126
107,107,Anamur,TR,36.0751,32.8369,59.0,72,0,4.61,1619210126
108,108,San Cristobal,VE,7.7669,-72.225,89.6,58,40,9.22,1619210127
109,109,Sovetskiy,RU,61.3614,63.5842,37.92,96,99,4.09,1619210127
110,110,Baykit,RU,61.67,96.37,26.56,94,74,2.42,1619210128
111,111,Ape,LV,57.5393,26.6929,32.58,88,95,9.64,1619210128
112,112,Laas,IT,46.6166,10.7002,62.6,49,0,5.75,1619210129
113,113,Port Alfred,ZA,-33.5906,26.891,66.51,73,0,21.39,1619210129
114,114,Kavaratti,IN,10.5669,72.642,83.44,73,14,8.16,1619210129
115,115,Cururupu,BR,-1.8283,-44.8683,76.93,91,75,3.24,1619210130
116,116,Moose Factory,CA,51.2585,-80.6094,55.4,46,1,10.36,1619210130
117,117,Vostok,RU,46.4856,135.8833,40.96,85,100,6.4,1619210131
118,118,Ponta do Sol,PT,32.6667,-17.1,57.99,83,47,1.99,1619210131
119,119,Luanda,AO,-8.8368,13.2343,77.0,83,75,6.91,1619209997
120,120,Vila Franca do Campo,PT,37.7167,-25.4333,57.2,72,20,17.27,1619210132
121,121,Tezu,IN,27.9167,96.1667,71.42,37,61,4.45,1619210132
122,122,Aquiraz,BR,-3.9014,-38.3911,84.0,78,20,8.05,1619210133
123,123,Alice Springs,AU,-23.7,133.8833,44.6,76,0,7.25,1619210133
124,124,Belyy Gorodok,RU,56.965,37.5125,38.79,96,100,2.57,1619210134
125,125,Zyryanka,RU,65.75,150.85,11.17,93,100,22.06,1619210134
126,126,Clyde River,CA,70.4692,-68.5914,19.4,100,75,8.05,1619210134
127,127,Chui,UY,-33.6971,-53.4616,67.78,81,23,13.67,1619210135
128,128,Hofn,IS,64.2539,-15.2082,44.6,87,75,2.3,1619210135
129,129,Sakakah,SA,29.9697,40.2064,78.8,11,0,9.22,1619210136
130,130,Belaya Gora,RU,68.5333,146.4167,4.89,97,97,3.98,1619210136
131,131,Jieshi,CN,22.8134,115.8257,71.38,84,1,10.87,1619210137
132,132,Marzuq,YE,14.4,46.4667,70.3,58,12,5.73,1619210137
133,133,Nagorsk,RU,59.3172,50.8078,44.47,88,99,6.96,1619210137
134,134,Road Town,VG,18.4167,-64.6167,84.2,65,20,9.22,1619210138
135,135,Vilhena,BR,-12.7406,-60.1458,84.2,65,40,5.75,1619210014
136,136,Kulhudhuffushi,MV,6.6221,73.07,83.12,75,3,6.93,1619210138
137,137,Hamilton,US,39.1834,-84.5333,60.01,41,75,8.05,1619210013
138,138,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,89.6,66,40,3.44,1619210139
139,139,Prince George,CA,53.9166,-122.75299999999999,51.01,21,1,5.75,1619209985
140,140,San Quintín,MX,30.4833,-115.95,63.48,64,15,18.25,1619210140
141,141,Tacoronte,ES,28.4769,-16.4102,69.01,94,75,11.5,1619210140
142,142,Kysyl-Syr,RU,63.8986,122.7617,9.0,96,48,4.81,1619210141
143,143,Khovu-Aksy,RU,51.1333,93.6,22.19,93,99,1.86,1619210141
144,144,Coahuayana Viejo,MX,18.7333,-103.6833,87.8,25,1,11.5,1619210141
145,145,Neiafu,TO,-18.65,-173.9833,78.8,89,20,4.61,1619210142
146,146,Castro,BR,-24.7911,-50.0119,59.77,72,6,3.67,1619210142
147,147,Sørland,NO,67.667,12.6934,33.8,75,40,13.8,1619210143
148,148,Guánica,PR,17.9716,-66.908,84.0,58,21,5.01,1619210143
149,149,De-Kastri,RU,51.4667,140.7833,30.13,88,100,2.93,1619210143
150,150,Qaanaaq,GL,77.484,-69.3632,23.31,82,100,5.19,1619210144
151,151,Cherskiy,RU,68.75,161.3,20.75,94,100,7.4,1619210144
152,152,Kaka,TM,37.3482,59.6143,72.37,15,100,9.37,1619210145
153,153,Port Elizabeth,ZA,-33.918,25.5701,62.6,88,40,9.22,1619210145
154,154,Ştefan cel Mare,RO,46.9833,26.5167,43.0,74,99,5.44,1619210145
155,155,Coquimbo,CL,-29.9533,-71.3436,64.4,59,75,10.36,1619209996
156,156,Nikolskoye,RU,59.7035,30.7861,41.0,75,75,6.71,1619210146
157,157,Thompson,CA,55.7435,-97.8558,26.6,54,90,13.8,1619210146
158,158,Roebourne,AU,-20.7833,117.1333,75.33,26,0,11.5,1619210147
159,159,Kiama,AU,-34.6833,150.8667,51.01,79,94,1.99,1619210147
160,160,Rocha,UY,-34.4833,-54.3333,66.52,83,1,9.73,1619210148
161,161,Shwebo,MM,22.5667,95.7,86.72,28,26,6.51,1619210148
162,162,Kahului,US,20.8947,-156.47,80.6,61,40,20.71,1619210149
163,163,Khatanga,RU,71.9667,102.5,33.06,97,100,21.21,1619210149
164,164,Butaritari,KI,3.0707,172.7902,82.51,75,92,10.85,1619210149
165,165,Rona de Sus,RO,47.9,24.05,43.0,75,20,1.14,1619210150
166,166,São Filipe,CV,14.8961,-24.4956,72.34,73,47,10.07,1619210150
167,167,Puerto del Rosario,ES,28.5004,-13.8627,71.6,73,75,11.5,1619210151
168,168,Mocuba,MZ,-16.8392,36.9856,66.45,97,0,2.28,1619210151
169,169,Andijan,UZ,40.7821,72.3442,51.01,64,14,23.0,1619210151
170,170,Pochutla,MX,15.7432,-96.4661,89.01,62,40,11.5,1619210152
171,171,Bam,IR,29.105999999999998,58.357,79.56,18,0,9.66,1619210152
172,172,Vuktyl,RU,63.8567,57.3094,38.73,92,77,6.38,1619210153
173,173,Auki,SB,-8.7676,160.7034,79.38,81,9,2.82,1619210153
174,174,Yulara,AU,-25.2406,130.9889,53.6,62,0,8.05,1619210154
175,175,Saint George,US,37.1041,-113.5841,80.01,10,1,17.27,1619210154
176,176,Ancud,CL,-41.8697,-73.8203,57.0,76,75,8.05,1619210154
177,177,Bredasdorp,ZA,-34.5322,20.0403,50.0,93,99,4.61,1619210155
178,178,Ilulissat,GL,69.2167,-51.1,35.6,69,100,3.44,1619210155
179,179,Laem Sing,TH,12.4816,102.0738,80.01,99,70,5.53,1619210156
180,180,Lavaca,US,28.615,-96.6261,80.01,78,90,23.02,1619210156
181,181,Namatanai,PG,-3.6667,152.4333,77.16,86,100,4.09,1619210156
182,182,Wewak,PG,-3.5534,143.6268,78.31,84,100,3.47,1619210157
183,183,Klaeng,TH,12.7797,101.6483,84.0,95,96,3.98,1619210157
184,184,Fortuna,US,40.5982,-124.1573,61.0,76,1,12.66,1619210158
185,185,Nome,US,64.5011,-165.4064,41.0,56,1,5.75,1619210158
186,186,Padang,ID,-0.9492,100.3543,75.2,94,20,2.3,1619209904
187,187,Kärdla,EE,58.9978,22.7492,36.0,80,99,17.0,1619210159
188,188,Na Wa,TH,17.4897,104.1006,81.5,66,33,4.14,1619210159
189,189,Nyurba,RU,63.2842,118.3319,29.3,95,100,6.2,1619210160
190,190,Hīt,IQ,33.6416,42.8251,79.54,14,85,10.25,1619210160
191,191,Beringovskiy,RU,63.05,179.3167,25.57,82,99,7.47,1619210161
192,192,Heihe,CN,50.2441,127.4902,26.6,50,0,4.47,1619209926
193,193,Itarema,BR,-2.9248,-39.9167,79.7,79,28,11.79,1619210161
194,194,Amapá,BR,1.0,-52.0,73.87,98,100,1.83,1619210162
195,195,Rio Verde de Mato Grosso,BR,-18.9181,-54.8442,85.96,29,21,1.97,1619210163
196,196,Itoman,JP,26.1247,127.6694,68.0,83,75,16.11,1619210163
197,197,Macia,MZ,-25.0269,33.0989,63.28,96,74,2.93,1619210163
198,198,Sal Rei,CV,16.1833,-22.9167,71.6,68,40,17.27,1619210164
199,199,Chipiona,ES,36.7366,-6.437,64.4,68,0,19.57,1619210164
200,200,Turbat,PK,26.0023,63.044,85.71,32,0,2.59,1619210165
201,201,Chaman,PK,30.9236,66.4512,68.49,9,0,4.12,1619210165
202,202,Fairbanks,US,64.8378,-147.7164,53.6,32,1,9.22,1619209869
203,203,Cidreira,BR,-30.1811,-50.2056,70.61,77,1,17.85,1619210165
204,204,Taoudenni,ML,22.6783,-3.9836,92.97,6,0,10.22,1619210166
205,205,Berlevåg,NO,70.8578,29.0864,30.2,74,20,8.05,1619210166
206,206,Eravur,LK,7.7733,81.6095,79.56,82,3,2.75,1619210167
207,207,Dingle,PH,10.9995,122.6711,76.15,84,100,3.6,1619210167
208,208,Chapais,CA,49.7834,-74.8492,50.0,25,1,18.41,1619210168
209,209,Teshie,GH,5.5836,-0.1072,84.2,84,40,16.11,1619210168
210,210,Baiyin,CN,36.5583,104.2081,42.8,93,75,8.95,1619210169
211,211,Hithadhoo,MV,-0.6,73.0833,81.91,74,8,7.45,1619210169
212,212,Pereira Barreto,BR,-20.6383,-51.1092,76.19,37,0,2.73,1619210170
213,213,Akureyri,IS,65.6835,-18.0878,46.4,76,0,4.61,1619210170
214,214,Palmer,US,42.1584,-72.3287,60.8,20,20,17.27,1619210101
215,215,Mercedes,AR,-34.6515,-59.4307,77.0,74,99,12.55,1619210171
216,216,Vila Velha,BR,-20.3297,-40.2925,80.01,65,20,5.75,1619210172
217,217,Bandundu Province,CD,-3.3167,17.3667,75.51,89,100,1.03,1619210172
218,218,Luís Correia,BR,-2.8792,-41.6669,78.21,88,92,9.31,1619210173
219,219,Laguna,US,38.421,-121.4238,73.0,45,1,11.5,1619209957
220,220,Zaoyang,CN,32.1272,112.7542,57.25,86,100,17.67,1619210173
221,221,Shubarshi,KZ,48.5872,57.1869,53.04,45,100,13.04,1619210174
222,222,Eydhafushi,MV,5.1033,73.0708,83.32,72,11,9.4,1619210174
223,223,Lethbridge,CA,49.7,-112.8186,36.0,51,75,4.61,1619210168
224,224,Leh,IN,34.1667,77.5833,24.58,67,100,6.31,1619210175
225,225,Mount Gambier,AU,-37.8333,140.7667,48.2,100,40,9.22,1619210175
226,226,Inuvik,CA,68.3499,-133.7218,30.2,47,99,5.75,1619209931
227,227,Portland,US,45.5234,-122.6762,60.01,47,90,6.91,1619209559
228,228,Şebinkarahisar,TR,40.2883,38.4236,50.9,40,100,2.04,1619210176
229,229,Evensk,RU,61.95,159.2333,28.96,97,100,5.68,1619210176
230,230,Treinta y Tres,UY,-33.2333,-54.3833,67.26,75,0,8.68,1619210177
231,231,Chino Valley,US,34.7575,-112.4538,73.0,14,75,16.11,1619210177
232,232,Sur,OM,22.5667,59.5289,86.25,33,0,16.89,1619210177
233,233,Fuyang,CN,32.9,115.8167,55.27,86,100,12.66,1619210178
234,234,Broome,US,42.2506,-75.833,60.01,32,1,17.27,1619210178
235,235,Thessalon,CA,46.2501,-83.5666,64.4,17,40,10.36,1619210179
236,236,Buchanan,LR,5.8808,-10.0467,80.8,84,96,9.01,1619210179
237,237,Tayu,ID,-6.5397,111.0518,75.58,84,17,4.68,1619210180
238,238,Storm Lake,US,42.6411,-95.2097,64.4,39,1,18.41,1619210180
239,239,Avarua,CK,-21.2078,-159.775,82.4,78,40,14.97,1619210180
240,240,Suez,EG,29.9737,32.5263,63.0,72,44,13.44,1619210181
241,241,Iqaluit,CA,63.7506,-68.5145,28.4,93,90,3.44,1619210181
242,242,Hasaki,JP,35.7333,140.8333,46.4,87,20,5.75,1619210182
243,243,Raudeberg,NO,61.9875,5.1352,35.01,85,67,13.31,1619210182
244,244,Kearney,US,40.6995,-99.0815,64.4,39,40,12.66,1619210182
245,245,La Rioja,AR,-29.4111,-66.8507,72.03,62,53,8.21,1619210183
246,246,Touros,BR,-5.1989,-35.4608,84.2,70,20,11.5,1619210183
247,247,Klaksvík,FO,62.2266,-6.5889999999999995,42.8,100,40,6.91,1619210184
248,248,Iquique,CL,-20.2208,-70.1431,69.8,56,0,14.97,1619210160
249,249,Bonfim,BR,3.0833,-59.95,89.71,47,75,9.62,1619210185
250,250,Longyearbyen,SJ,78.2186,15.6401,15.8,67,40,5.75,1619210185
251,251,Vao,NC,-22.6667,167.4833,75.56,77,97,12.86,1619210186
252,252,Port-Cartier,CA,50.0334,-66.8654,39.0,87,83,5.75,1619210186
253,253,Santa Cruz de la Sierra,BO,-17.8,-63.1667,71.6,100,75,8.05,1619210186
254,254,Aykhal,RU,66.0,111.5,17.55,89,91,7.18,1619209995
255,255,Bandarbeyla,SO,9.4942,50.8122,83.37,73,100,7.76,1619210187
256,256,Tulum,MX,20.2167,-87.4667,84.22,58,98,9.48,1619210002
257,257,Danielskuil,ZA,-28.1887,23.5395,59.97,31,1,4.34,1619210188
258,258,Salonta,RO,46.8,21.65,43.0,81,11,5.75,1619210188
259,259,Dargaville,NZ,-35.9333,173.8833,63.16,76,34,9.28,1619210188
260,260,Mathathane,BW,-22.2687,28.7495,67.51,37,0,3.76,1619210189
261,261,Ishigaki,JP,24.3448,124.1572,73.22,75,59,19.17,1619210189
262,262,Matara,LK,5.9485,80.5353,77.52,89,61,5.95,1619210190
263,263,Yining,CN,29.0361,114.5636,61.43,96,73,3.44,1619210190
264,264,Kangaba,ML,11.9333,-8.4167,90.18,30,49,5.35,1619210190
265,265,Deputatsky,RU,69.3,139.9,-1.19,92,28,3.51,1619210191
266,266,Richards Bay,ZA,-28.783,32.0377,63.82,84,76,9.73,1619210191
267,267,Port Hardy,CA,50.6996,-127.4199,51.8,71,75,4.61,1619210192
268,268,Imeni Poliny Osipenko,RU,52.4201,136.4853,31.64,68,34,1.88,1619210192
269,269,Chifeng,CN,42.2683,118.9636,50.29,77,100,5.41,1619210192
270,270,Port Hedland,AU,-20.3167,118.5667,64.4,55,0,3.44,1619210193
271,271,Santa Cruz del Sur,CU,20.7147,-77.9956,85.95,54,16,11.21,1619210193
272,272,Porto da Folha,BR,-9.9172,-37.2783,81.7,70,47,14.79,1619210194
273,273,Husiatyn,UA,49.0726,26.2141,39.69,73,84,7.61,1619210194
274,274,Tobermory,CA,45.2501,-81.6665,50.0,46,34,9.22,1619210194
275,275,Semey,KZ,50.4111,80.2275,32.94,59,32,7.58,1619210195
276,276,Rawson,AR,-43.3002,-65.1023,60.28,52,2,23.35,1619210195
277,277,Grande Prairie,CA,55.1667,-118.8027,39.2,28,40,3.44,1619210196
278,278,Guerrero Negro,MX,27.9769,-114.0611,65.3,58,17,20.85,1619210196
279,279,Al Bardīyah,LY,31.7561,25.0865,63.03,66,76,12.95,1619210197
280,280,Province of Mantua,IT,45.1667,10.7833,57.0,71,0,2.3,1619210197
281,281,Meulaboh,ID,4.1363,96.1285,76.93,85,100,2.75,1619210198
282,282,Chokwé,MZ,-24.5333,32.9833,65.77,95,87,4.68,1619210198
283,283,Port Moresby,PG,-9.4431,147.1797,75.2,100,75,3.44,1619210198
284,284,Athmallik,IN,20.7219,84.5348,80.22,63,59,3.06,1619210199
285,285,Lázaro Cárdenas,MX,17.9583,-102.2,85.5,45,97,11.61,1619210199
286,286,Narsaq,GL,60.9167,-46.05,48.2,46,1,6.91,1619210200
287,287,Lorengau,PG,-2.0226,147.2712,79.88,77,93,3.85,1619210200
288,288,Pangnirtung,CA,66.1451,-65.7125,26.6,86,75,2.3,1619210200
289,289,Horizontina,BR,-27.6258,-54.3078,74.75,49,15,3.89,1619210201
290,290,São José do Campestre,BR,-6.3156,-35.7139,84.2,74,20,12.66,1619210201
291,291,Huarmey,PE,-10.0681,-78.1522,71.69,77,11,10.65,1619210201
292,292,Artashat,AM,39.9614,44.5445,60.8,41,2,12.66,1619210202
293,293,Hobyo,SO,5.3505,48.5268,83.59,65,59,10.4,1619210202
294,294,Henties Bay,,-22.116,14.2845,63.0,86,6,5.91,1619210203
295,295,Acaraú,BR,-2.8856,-40.12,80.04,79,18,12.64,1619210203
296,296,Gravdal,NO,68.1214,13.5031,33.8,75,40,13.8,1619210204
